0.0779835 0.00497159
0.116803 0.00993121
0.155405 0.0148669
0.193713 0.0197668
0.231649 0.024619
0.269135 0.029412
0.306092 0.0341341
0.342441 0.0387739
0.378103 0.0433204
0.412996 0.0477625
0.44704 0.0520895
0.480157 0.056291
0.512264 0.060357
0.543285 0.0642775
0.573141 0.0680431
0.601755 0.0716449
0.629052 0.075074
0.654961 0.0783223
0.679411 0.0813819
0.702336 0.0842455
0.723672 0.0869061
0.743359 0.0893573
0.761341 0.0915933
0.777567 0.0936086
0.791989 0.0953984
0.804565 0.0969583
0.815257 0.0982847
0.824033 0.0993743
0.830865 0.100225
0.835731 0.100833
0.838614 0.101199
0.839503 0.101321
0.838391 0.101199
0.835278 0.100833
0.830167 0.100225
0.823069 0.0993743
0.813998 0.0982847
0.802975 0.0969583
0.790023 0.0953984
0.775173 0.0936086
0.75846 0.0915933
0.739923 0.0893573
0.719607 0.0869061
0.697559 0.0842455
0.673832 0.0813819
0.648484 0.0783223
0.621575 0.075074
0.59317 0.0716449
0.563337 0.0680431
0.532149 0.0642775
0.499681 0.060357
0.46601 0.056291
0.431219 0.0520895
0.39539 0.0477625
0.358611 0.0433204
0.320969 0.0387739
0.282556 0.0341341
0.243464 0.029412
0.203787 0.024619
0.16362 0.0197668
0.12306 0.0148669
0.0822047 0.00993121
0.0411518 0.00497159
