0.000000 0. 2.96251     
0.010000 1.01005 2.96254
0.020000 1.0202 2.96263
0.030000 1.03045 2.96278
0.040000 1.04081 2.96299
0.050000 1.05127 2.96325
0.060000 1.06184 2.96355
0.070000 1.07251 2.9639
0.080000 1.08329 2.9643
0.090000 1.09417 2.96473
0.100000 1.10517 2.9652
0.110000 1.11628 2.96571
0.120000 1.1275 2.96624
0.130000 1.13883 2.9668
0.140000 1.15027 2.96739
0.150000 1.16183 2.968
0.160000 1.17351 2.96863
0.170000 1.1853 2.96927
0.180000 1.19722 2.96993
0.190000 1.20925 2.9706
0.200000 1.2214 2.97127
0.210000 1.23368 2.97195
0.220000 1.24608 2.97264
0.230000 1.2586 2.97332
0.240000 1.27125 2.974
0.250000 1.28403 2.97468
0.260000 1.29693 2.97536
0.270000 1.30996 2.97602
0.280000 1.32313 2.97667
0.290000 1.33643 2.97731
0.300000 1.34986 2.97794
0.310000 1.36343 2.97855
0.320000 1.37713 2.97914
0.330000 1.39097 2.97971
0.340000 1.40495 2.98026
0.350000 1.41907 2.98078
0.360000 1.43333 2.98128
0.370000 1.44773 2.98176
0.380000 1.46228 2.9822
0.390000 1.47698 2.98262
0.400000 1.49182 2.98301
0.410000 1.50682 2.98337
0.420000 1.52196 2.98369
0.430000 1.53726 2.98398
0.440000 1.55271 2.98424
0.450000 1.56831 2.98447
0.460000 1.58407 2.98466
0.470000 1.59999 2.98482
0.480000 1.61607 2.98494
0.490000 1.63232 2.98502
0.500000 1.64872 2.98507
0.510000 1.66529 2.98508
0.520000 1.68203 2.98506
0.530000 1.69893 2.985
0.540000 1.71601 2.98491
0.550000 1.73325 2.98478
0.560000 1.75067 2.98462
0.570000 1.76827 2.98442
0.580000 1.78604 2.98419
0.590000 1.80399 2.98393
0.600000 1.82212 2.98364
0.610000 1.84043 2.98331
0.620000 1.85893 2.98296
0.630000 1.87761 2.98257
0.640000 1.89648 2.98216
0.650000 1.91554 2.98173
0.660000 1.93479 2.98126
0.670000 1.95424 2.98078
0.680000 1.97388 2.98027
0.690000 1.99372 2.97974
0.700000 2.01375 2.9792
0.710000 2.03399 2.97863
0.720000 2.05443 2.97806
0.730000 2.07508 2.97747
0.740000 2.09594 2.97686
0.750000 2.117 2.97625
0.760000 2.13828 2.97564
0.770000 2.15977 2.97502
0.780000 2.18147 2.9744
0.790000 2.2034 2.97377
0.800000 2.22554 2.97316
0.810000 2.24791 2.97254
0.820000 2.2705 2.97194
0.830000 2.29332 2.97134
0.840000 2.31637 2.97076
0.850000 2.33965 2.9702
0.860000 2.36316 2.96965
0.870000 2.38691 2.96913
0.880000 2.4109 2.96863
0.890000 2.43513 2.96816
0.900000 2.4596 2.96772
0.910000 2.48432 2.96731
0.920000 2.50929 2.96694
0.930000 2.53451 2.96661
0.940000 2.55998 2.96632
0.950000 2.58571 2.96607
0.960000 2.6117 2.96588
0.970000 2.63794 2.96573
0.980000 2.66446 2.96565
1.000000 0. 2.96562
