0.000000 0.00315132 0. 
0.010000 0.00630265 0.00318258
0.020000 0.00945083 0.00636201
0.030000 0.0125927 0.00953517
0.040000 0.0157252 0.0126989
0.050000 0.0188452 0.0158501
0.060000 0.0219495 0.0189857
0.070000 0.0250351 0.0221025
0.080000 0.0280988 0.0251976
0.090000 0.0311377 0.0282677
0.100000 0.0341487 0.03131
0.110000 0.0371288 0.0343213
0.120000 0.040075 0.0372988
0.130000 0.0429845 0.0402395
0.140000 0.0458541 0.0431405
0.150000 0.0486813 0.0459989
0.160000 0.051463 0.0488119
0.170000 0.0541965 0.0515767
0.180000 0.0568792 0.0542906
0.190000 0.0595082 0.056951
0.200000 0.0620811 0.0595551
0.210000 0.0645951 0.0621005
0.220000 0.0670479 0.0645846
0.230000 0.0694369 0.0670049
0.240000 0.0717598 0.0693591
0.250000 0.0740143 0.0716449
0.260000 0.076198 0.07386
0.270000 0.0783089 0.0760021
0.280000 0.0803447 0.0780693
0.290000 0.0823035 0.0800594
0.300000 0.0841832 0.0819706
0.310000 0.0859821 0.0838008
0.320000 0.0876982 0.0855483
0.330000 0.08933 0.0872114
0.340000 0.0908756 0.0887884
0.350000 0.0923336 0.0902778
0.360000 0.0937025 0.0916781
0.370000 0.094981 0.092988
0.380000 0.0961676 0.0942061
0.390000 0.0972613 0.0953312
0.400000 0.0982609 0.0963622
0.410000 0.0991654 0.0972981
0.420000 0.0999738 0.098138
0.430000 0.100685 0.098881
0.440000 0.101299 0.0995265
0.450000 0.101815 0.100074
0.460000 0.102232 0.100522
0.470000 0.10255 0.100872
0.480000 0.102768 0.101121
0.490000 0.102887 0.101271
0.500000 0.102905 0.101321
0.510000 0.102824 0.101271
0.520000 0.102642 0.101121
0.530000 0.102361 0.100872
0.540000 0.10198 0.100522
0.550000 0.1015 0.100074
0.560000 0.100921 0.0995265
0.570000 0.100244 0.098881
0.580000 0.0994696 0.098138
0.590000 0.0985981 0.0972981
0.600000 0.0976306 0.0963622
0.610000 0.096568 0.0953312
0.620000 0.0954113 0.0942061
0.630000 0.0941616 0.092988
0.640000 0.0928202 0.0916781
0.650000 0.0913882 0.0902778
0.660000 0.0898672 0.0887884
0.670000 0.0882585 0.0872114
0.680000 0.0865638 0.0855483
0.690000 0.0847846 0.0838008
0.700000 0.0829227 0.0819706
0.710000 0.0809799 0.0800594
0.720000 0.0789581 0.0780693
0.730000 0.0768593 0.0760021
0.740000 0.0746854 0.07386
0.750000 0.0724386 0.0716449
0.760000 0.0701211 0.0693591
0.770000 0.0677352 0.0670049
0.780000 0.0652832 0.0645846
0.790000 0.0627674 0.0621005
0.800000 0.0601903 0.0595551
0.810000 0.0575544 0.056951
0.820000 0.0548623 0.0542906
0.830000 0.0521166 0.0515767
0.840000 0.0493201 0.0488119
0.850000 0.0464753 0.0459989
0.860000 0.0435852 0.0431405
0.870000 0.0406525 0.0402395
0.880000 0.03768 0.0372988
0.890000 0.0346708 0.0343213
0.900000 0.0316277 0.03131
0.910000 0.0285537 0.0282677
0.920000 0.0254517 0.0251976
0.930000 0.0223249 0.0221025
0.940000 0.0191763 0.0189857
0.950000 0.016009 0.0158501
0.960000 0.012826 0.0126989
0.970000 0.00963049 0.00953517
0.980000 0.00642556 0.00636201
0.990000 0.00321435 0.00318258
