0.0203263 0.00124337
0.030486 0.00248655
0.0406416 0.00372935
0.0507915 0.00497159
0.0609343 0.00621309
0.0710685 0.00745365
0.0811927 0.00869309
0.0913054 0.00993121
0.101405 0.0111678
0.111491 0.0124028
0.12156 0.0136359
0.131612 0.0148669
0.141646 0.0160957
0.151659 0.0173221
0.161651 0.0185458
0.171619 0.0197668
0.181563 0.0209848
0.191481 0.0221996
0.201372 0.0234111
0.211234 0.024619
0.221065 0.0258233
0.230865 0.0270237
0.240632 0.0282199
0.250364 0.029412
0.26006 0.0305996
0.269719 0.0317826
0.279339 0.0329608
0.288918 0.0341341
0.298456 0.0353022
0.307952 0.036465
0.317402 0.0376223
0.326807 0.0387739
0.336165 0.0399197
0.345475 0.0410595
0.354734 0.0421931
0.363942 0.0433204
0.373097 0.0444411
0.382199 0.0455552
0.391245 0.0466623
0.400235 0.0477625
0.409166 0.0488554
0.418038 0.049941
0.426849 0.0510191
0.435599 0.0520895
0.444285 0.053152
0.452906 0.0542066
0.461462 0.055253
0.46995 0.056291
0.47837 0.0573206
0.486721 0.0583416
0.495 0.0593537
0.503207 0.060357
0.511341 0.0613511
0.519399 0.062336
0.527382 0.0633115
0.535288 0.0642775
0.543116 0.0652338
0.550864 0.0661802
0.558531 0.0671168
0.566117 0.0680431
0.573619 0.0689593
0.581038 0.0698651
0.58837 0.0707603
0.595617 0.0716449
0.602776 0.0725187
0.609846 0.0733816
0.616827 0.0742334
0.623717 0.075074
0.630515 0.0759034
0.63722 0.0767213
0.643831 0.0775277
0.650347 0.0783223
0.656767 0.0791052
0.66309 0.0798762
0.669316 0.0806351
0.675442 0.0813819
0.681468 0.0821165
0.687394 0.0828387
0.693218 0.0835484
0.698939 0.0842455
0.704556 0.0849299
0.71007 0.0856016
0.715478 0.0862603
0.720779 0.0869061
0.725974 0.0875388
0.731061 0.0881582
0.73604 0.0887645
0.740909 0.0893573
0.745668 0.0899367
0.750316 0.0905025
0.754852 0.0910548
0.759276 0.0915933
0.763588 0.092118
0.767785 0.0926288
0.771868 0.0931257
0.775836 0.0936086
0.779688 0.0940773
0.783424 0.0945319
0.787044 0.0949723
0.790545 0.0953984
0.793929 0.0958101
0.797195 0.0962073
0.800341 0.0965901
0.803367 0.0969583
0.806274 0.097312
0.80906 0.0976509
0.811725 0.0979752
0.814269 0.0982847
0.816691 0.0985794
0.818991 0.0988593
0.821168 0.0991243
0.823222 0.0993743
0.825153 0.0996094
0.826961 0.0998295
0.828645 0.100035
0.830204 0.100225
0.831639 0.100399
0.83295 0.100559
0.834135 0.100704
0.835196 0.100833
0.836131 0.100948
0.836941 0.101047
0.837626 0.101131
0.838184 0.101199
0.838617 0.101253
0.838924 0.101291
0.839106 0.101314
0.839161 0.101321
0.83909 0.101314
0.838894 0.101291
0.838571 0.101253
0.838122 0.101199
0.837548 0.101131
0.836848 0.101047
0.836022 0.100948
0.83507 0.100833
0.833993 0.100704
0.83279 0.100559
0.831463 0.100399
0.83001 0.100225
0.828433 0.100035
0.826731 0.0998295
0.824905 0.0996094
0.822955 0.0993743
0.820881 0.0991243
0.818683 0.0988593
0.816363 0.0985794
0.81392 0.0982847
0.811354 0.0979752
0.808666 0.0976509
0.805857 0.097312
0.802926 0.0969583
0.799875 0.0965901
0.796703 0.0962073
0.793412 0.0958101
0.790001 0.0953984
0.786471 0.0949723
0.782823 0.0945319
0.779057 0.0940773
0.775174 0.0936086
0.771174 0.0931257
0.767058 0.0926288
0.762827 0.092118
0.758481 0.0915933
0.75402 0.0910548
0.749447 0.0905025
0.74476 0.0899367
0.739961 0.0893573
0.735051 0.0887645
0.730031 0.0881582
0.7249 0.0875388
0.71966 0.0869061
0.714312 0.0862603
0.708857 0.0856016
0.703294 0.0849299
0.697626 0.0842455
0.691853 0.0835484
0.685975 0.0828387
0.679995 0.0821165
0.673912 0.0813819
0.667727 0.0806351
0.661442 0.0798762
0.655058 0.0791052
0.648574 0.0783223
0.641993 0.0775277
0.635316 0.0767213
0.628543 0.0759034
0.621675 0.075074
0.614713 0.0742334
0.607659 0.0733816
0.600514 0.0725187
0.593278 0.0716449
0.585953 0.0707603
0.578539 0.0698651
0.571038 0.0689593
0.563452 0.0680431
0.55578 0.0671168
0.548025 0.0661802
0.540188 0.0652338
0.532269 0.0642775
0.524269 0.0633115
0.516191 0.062336
0.508036 0.0613511
0.499803 0.060357
0.491496 0.0593537
0.483114 0.0583416
0.47466 0.0573206
0.466134 0.056291
0.457538 0.055253
0.448873 0.0542066
0.44014 0.053152
0.431342 0.0520895
0.422478 0.0510191
0.413551 0.049941
0.404561 0.0488554
0.39551 0.0477625
0.3864 0.0466623
0.377232 0.0455552
0.368007 0.0444411
0.358726 0.0433204
0.349392 0.0421931
0.340005 0.0410595
0.330566 0.0399197
0.321078 0.0387739
0.311541 0.0376223
0.301958 0.036465
0.292329 0.0353022
0.282656 0.0341341
0.272941 0.0329608
0.263184 0.0317826
0.253388 0.0305996
0.243554 0.029412
0.233683 0.0282199
0.223776 0.0270237
0.213837 0.0258233
0.203864 0.024619
0.193862 0.0234111
0.18383 0.0221996
0.17377 0.0209848
0.163684 0.0197668
0.153573 0.0185458
0.14344 0.0173221
0.133285 0.0160957
0.123109 0.0148669
0.112915 0.0136359
0.102705 0.0124028
0.0924782 0.0111678
0.082238 0.00993121
0.0719853 0.00869309
0.0617219 0.00745365
0.0514491 0.00621309
0.0411686 0.00497159
0.0308819 0.00372935
0.0205905 0.00248655
0.010296 0.00124337
