0.0401084 0.00248655
0.0601374 0.00497159
0.0801351 0.00745365
0.10009 0.00993121
0.119992 0.0124028
0.13983 0.0148669
0.159593 0.0173221
0.179269 0.0197668
0.198849 0.0221996
0.21832 0.024619
0.237673 0.0270237
0.256896 0.029412
0.275979 0.0317826
0.29491 0.0341341
0.313679 0.036465
0.332276 0.0387739
0.350688 0.0410595
0.368907 0.0433204
0.386921 0.0455552
0.40472 0.0477625
0.422294 0.049941
0.439631 0.0520895
0.456722 0.0542066
0.473556 0.056291
0.490124 0.0583416
0.506415 0.060357
0.522419 0.062336
0.538128 0.0642775
0.55353 0.0661802
0.568617 0.0680431
0.583379 0.0698651
0.597807 0.0716449
0.611892 0.0733816
0.625625 0.075074
0.638997 0.0767213
0.652001 0.0783223
0.664627 0.0798762
0.676868 0.0813819
0.688715 0.0828387
0.700162 0.0842455
0.7112 0.0856016
0.721823 0.0869061
0.732023 0.0881582
0.741794 0.0893573
0.75113 0.0905025
0.760024 0.0915933
0.76847 0.0926288
0.776464 0.0936086
0.783998 0.0945319
0.79107 0.0953984
0.797673 0.0962073
0.803803 0.0969583
0.809457 0.0976509
0.814629 0.0982847
0.819318 0.0988593
0.823519 0.0993743
0.827229 0.0998295
0.830446 0.100225
0.833168 0.100559
0.835393 0.100833
0.837119 0.101047
0.838344 0.101199
0.839068 0.101291
0.839289 0.101321
0.839008 0.101291
0.838225 0.101199
0.836939 0.101047
0.835151 0.100833
0.832863 0.100559
0.830074 0.100225
0.826788 0.0998295
0.823005 0.0993743
0.818727 0.0988593
0.813958 0.0982847
0.8087 0.0976509
0.802955 0.0969583
0.796728 0.0962073
0.790022 0.0953984
0.782841 0.0945319
0.775189 0.0936086
0.76707 0.0926288
0.75849 0.0915933
0.749454 0.0905025
0.739967 0.0893573
0.730034 0.0881582
0.719662 0.0869061
0.708857 0.0856016
0.697625 0.0842455
0.685973 0.0828387
0.673908 0.0813819
0.661437 0.0798762
0.648569 0.0783223
0.635309 0.0767213
0.621667 0.075074
0.607651 0.0733816
0.593269 0.0716449
0.57853 0.0698651
0.563442 0.0680431
0.548015 0.0661802
0.532258 0.0642775
0.51618 0.062336
0.499792 0.060357
0.483102 0.0583416
0.466122 0.056291
0.448861 0.0542066
0.43133 0.0520895
0.413539 0.049941
0.395498 0.0477625
0.37722 0.0455552
0.358715 0.0433204
0.339993 0.0410595
0.321067 0.0387739
0.301947 0.036465
0.282646 0.0341341
0.263175 0.0317826
0.243545 0.029412
0.223768 0.0270237
0.203856 0.024619
0.183822 0.0221996
0.163677 0.0197668
0.143434 0.0173221
0.123104 0.0148669
0.1027 0.0124028
0.0822345 0.00993121
0.0617193 0.00745365
0.0411668 0.00497159
0.0205896 0.00248655
